screen_name,text,date,favorite_count,retweet_count,location
ABCMundial,"Motorola presentó en Argentina sus nuevos #smartphone smartphone Moto G8 Plus, Moto G8 Play, Moto One Macro y Moto… https://t.co/GeWkUHfgGN",2019-11-13 10:42:20,1,1,Buenos Aires/Barcelona/NYC
imrajeshkusingh,#Moto G8 Plus Review : Stunning Performance Under Budget https://t.co/wZ6FjtjkeW  #motoG8plus  #motoG8review #technology #mobilereview,2019-11-13 10:12:49,1,0,India
MashableIndia,"The #MotoG8Plus brings sweeping changes in terms of design, internals, and the camera modules, ticking all the chec… https://t.co/9CgQ4Klait",2019-11-13 10:00:17,0,0,
Subir_RanjanDas,"Moto G8, 100% Leaked Video
https://t.co/3rRXuea6H9
#motog8 #motog8plus #motog8play #snapdragon665💽 #48mpcamera… https://t.co/Di4k6NzW1E",2019-11-13 09:32:05,0,0,"bhilai, chhattisgarh"
MrChaHunter,RT @Motorola_col: #ExperienciasMoto Entérate de todo lo que la nueva generación de la familia Moto G trae para ti con el nuevo #MotoG8Plus…,2019-11-13 09:00:42,0,5,"Bogotá, D.C., Colombia"
mjmediahub,"https://t.co/pfXuVGHsXV 
MOTO G8 Plus 
Full camera Review
Video Stabilisation Test Samples Included 
Rs.13,999 /-… https://t.co/iOviDDEbBk",2019-11-13 07:22:20,0,0,
OnlyGamesLat,"Motorola lanzó #MotoOne Macro, #MotoE6Play y los #MotoG8Plus y G8 Play en Argentina https://t.co/pHpuCcAewj https://t.co/EuUkZsjBim",2019-11-13 02:02:28,0,0,
maqni,"Con este equipo de diosas compartimos este #eventazo @motorola_ar son periplus_ba en acción 👏👏
Lanzamiento de ::… https://t.co/yN3NFeMPou",2019-11-13 01:50:10,0,0,Ciudad Autónoma de Buenos Aire
BatCABJ,Llego la triple camara a la familia #motog #motog8play #motog8plus #hellomoto https://t.co/zDvY1FWJ0l,2019-11-13 01:01:25,0,0,Republica de la Boca
Camilo_Hatake,RT @Motorola_col: #ExperienciasMoto Entérate de todo lo que la nueva generación de la familia Moto G trae para ti con el nuevo #MotoG8Plus…,2019-11-13 00:10:48,0,5,
